,blue_1_gold,blue_1_kills,blue_1_assists,blue_1_deaths,blue_1_win,blue_2_gold,blue_2_kills,blue_2_assists,blue_2_deaths,blue_2_win,blue_3_gold,blue_3_kills,blue_3_assists,blue_3_deaths,blue_3_win,blue_4_gold,blue_4_kills,blue_4_assists,blue_4_deaths,blue_4_win,blue_5_gold,blue_5_kills,blue_5_assists,blue_5_deaths,blue_5_win,red_1_gold,red_1_kills,red_1_assists,red_1_deaths,red_1_win,red_2_gold,red_2_kills,red_2_assists,red_2_deaths,red_2_win,red_3_gold,red_3_kills,red_3_assists,red_3_deaths,red_3_win,red_4_gold,red_4_kills,red_4_assists,red_4_deaths,red_4_win,red_5_gold,red_5_kills,red_5_assists,red_5_deaths,red_5_win,win,teamId,id
0,0.027935577539192184,12,22,35,2,0.0435355399540874,69,54,42,4,0.03822475114248325,37,74,27,3,0.0364308269754264,36,37,33,3,0.025515486185473314,19,67,26,2,0.032107261254022156,18,41,32,4,0.03772348623998356,38,52,19,3,0.07007692150478347,65,44,42,4,0.040622057237303756,39,48,27,4,0.02594578900383612,18,67,24,4,1,200,BR1_2335368568
1,0.037415074728953626,22,73,38,2,0.044180272968133746,33,62,37,3,0.04909412056176905,60,103,52,1,0.06057078555322068,72,69,34,4,0.09267871096601848,171,0,4,5,0.03208382525274905,27,27,40,3,0.0735927804768121,66,33,48,3,0.05894031599473792,42,45,26,4,0.03986121485149967,26,38,31,2,0.06037597540281848,57,24,44,4,0,200,BR1_2334489360
2,0.07869874672609567,87,33,59,2,0.049650242509166644,44,42,30,5,0.051975631172512554,26,34,42,4,0.06586585584321025,50,18,26,3,0.045549496334009384,29,31,36,4,0.04787905082585485,49,45,38,2,0.03753201227671126,15,42,47,1,0.055321472048035045,43,25,27,3,0.046790899514704914,35,58,35,2,0.047914833666722126,44,40,54,2,1,100,BR1_2334472352
3,0.03119535619581181,30,26,23,1,0.07080587386746685,71,27,31,3,0.06024003156310989,53,118,40,3,0.03072754806910058,20,42,38,2,0.04149616727802813,56,52,5,5,0.08059707580074352,93,36,62,1,0.051759653064824,48,60,32,5,0.05451018251940976,23,38,38,5,0.06348143884058169,51,27,26,3,0.05200829657139542,34,38,40,5,1,200,BR1_2334389120
4,0.05510391512176085,38,111,30,4,0.05975961975266289,51,25,19,3,0.03937758391195193,24,72,39,2,0.0560273406283329,46,77,39,3,0.041791759329855606,20,28,37,1,0.07395547502782007,75,43,54,2,0.05092567570102949,42,65,29,5,0.03616670319988641,44,12,17,4,0.06486816281896696,41,24,25,3,0.054538383182535635,40,37,40,4,0,200,BR1_2334405436
5,0.03002338081275521,14,15,17,2,0.037123264216005314,26,50,24,4,0.03537132915500687,22,21,11,5,0.032935583935570466,30,59,24,3,0.03218841403185949,29,39,28,3,0.04621050900244008,49,30,36,1,0.036854060619471024,31,58,30,1,0.036788530224738866,37,44,34,3,0.04231841782409496,36,77,40,4,0.037679473665615755,32,79,29,3,1,200,BR1_2335725185
6,0.04347295495625784,42,25,37,1,0.03776267392166651,45,21,27,4,0.031983347577158275,27,34,36,3,0.046132052968736695,38,74,34,3,0.022023715412087492,7,73,34,2,0.05287151302206357,50,20,50,3,0.02914281797794785,27,53,35,1,0.037130129789650225,35,38,30,3,0.03169338672423355,25,27,53,2,0.02767288241708357,19,58,27,2,1,100,BR1_2334737166
7,0.04940462401195082,46,53,31,4,0.030418808379564947,16,22,28,2,0.03746741869623789,34,27,30,3,0.03427382140365562,35,45,32,1,0.028710971838557336,13,52,19,4,0.03753246165371592,37,36,29,3,0.0548666744649245,31,39,26,4,0.035526621772638545,31,32,29,3,0.05579447419921778,54,81,42,3,0.0352349941063579,12,44,37,3,0,200,BR1_2333544821
8,0.03973207159331646,29,40,36,3,0.062496014173053435,70,79,49,2,0.05182203399952105,42,57,34,3,0.043086787255561525,26,34,35,3,0.043205745438230025,24,33,32,2,0.05349860829469343,59,57,42,2,0.03412140904032016,29,33,28,3,0.03431831948168605,33,37,27,3,0.03752360783415144,14,36,32,1,0.05551535228803629,37,29,27,3,0,200,BR1_2332984839
9,0.03975620747126775,27,16,20,2,0.033923330849324064,34,32,37,2,0.04031201339920431,40,39,14,4,0.03943092212823473,44,42,23,3,0.025510234775597086,11,83,21,4,0.03240440908000505,23,18,28,2,0.038284736748638054,44,32,35,3,0.03509996031925103,32,34,32,2,0.024996448168484564,11,46,21,4,0.02372059951190035,10,63,23,3,0,200,BR1_2331502193
10,0.03086439440019257,19,25,32,2,0.03787959651690596,32,66,33,3,0.03894203086075134,30,32,18,4,0.04165307556532785,41,22,22,3,0.03249214913711909,10,66,16,5,0.036602259515542086,15,21,12,2,0.03977930881560324,67,54,44,4,0.050143809529354384,84,62,28,4,0.043292184961844976,48,53,31,3,0.022351023269303848,7,86,21,2,1,100,BR1_2331417481
11,0.042403021155161924,46,33,25,3,0.0370828741742542,62,49,42,3,0.03868358325483975,46,30,27,2,0.038485612026832955,38,36,22,3,0.034664032638260275,26,34,33,3,0.032025997383062596,27,46,39,3,0.031201135796755305,18,42,31,1,0.03941168629572789,46,67,29,5,0.06531778653191986,69,37,22,2,0.025108419240895553,12,70,26,1,0,100,BR1_2331454766
12,0.0325940663768406,17,35,34,3,0.04204932211839736,56,31,25,2,0.03374136432769907,30,33,19,2,0.03540516886949332,29,36,28,1,0.023412587769014146,12,55,18,3,0.03908586290457733,39,38,27,2,0.03571883232781484,35,37,40,2,0.030112008392529647,25,41,21,3,0.034454470022593435,20,26,26,3,0.03931656768400244,31,62,18,4,0,100,BR1_2331441857
13,0.031037269742725016,17,46,35,3,0.0337271889911576,36,36,38,2,0.035277616628341,47,52,30,2,0.035803599572292635,29,33,28,1,0.051081098625535545,46,73,36,4,0.03813347751549549,36,35,27,2,0.03550329658626173,41,26,25,1,0.03188004709892211,20,20,26,3,0.031641656715114534,23,42,30,2,0.03231846317921983,17,27,29,3,1,100,BR1_2331399910
14,0.03112519437746989,13,18,27,2,0.031740492041164144,17,16,14,3,0.05429728938568008,74,60,46,3,0.05134766294071906,46,104,31,3,0.05798429025924461,45,129,52,5,0.03206134542046511,23,55,38,3,0.03587957732394257,29,41,33,3,0.038754268994996816,50,38,25,3,0.03379958961193424,30,25,31,3,0.0382805984634228,18,64,15,2,0,200,BR1_2331367075
15,0.028659185996556175,19,14,31,1,0.03368536824906586,31,30,30,2,0.052209397991922576,45,76,57,1,0.03187729561403547,20,47,35,4,0.024799961168030713,11,48,26,3,0.05198510152530472,67,40,27,4,0.04624001707176604,29,34,10,4,0.032199726956076556,24,40,35,2,0.03321732072061851,39,36,44,2,0.02492555347723154,8,92,25,4,1,200,BR1_2329927861
16,0.03276844216443781,21,45,34,2,0.027959928085835688,16,52,34,1,0.03466298272229303,40,43,35,2,0.061385231206657107,55,64,28,3,0.0359587618710692,27,19,9,3,0.029010015712607126,15,30,43,1,0.0350648792426145,33,61,29,2,0.03581733400769779,29,32,29,3,0.04765900543507276,43,93,34,3,0.025422622538718454,22,84,28,3,1,100,BR1_2329943354
